Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB20,OUT027,0.1810338
FDG50,OUT019,0.022598336
FDW20,OUT045,0.15359765
NCO55,OUT049,0.13860801
FDX48,OUT046,0.18883078
FDU48,OUT046,0.15268178
FDR48,OUT019,0.022598336
FDK27,OUT013,0.15531047
FDT35,OUT013,0.201519
FDN12,OUT049,0.13609438
NCE31,OUT019,0.022598336
FDL21,OUT017,0.038155172
FDV56,OUT017,0.12268825
FDR16,OUT017,0.24176623
NCP41,OUT049,0.14044975
FDJ27,OUT013,0.1157285
FDA07,OUT017,0.13758743
FDK55,OUT049,0.11227658
FDM33,OUT049,0.27692604
FDY46,OUT046,0.22245818
FDD36,OUT046,0.14178428
FDB12,OUT027,0.21072203
FDF28,OUT019,0.022598336
NCE07,OUT019,0.022598336
FDW50,OUT027,0.33849877
NCW18,OUT017,0.27660784
NCJ17,OUT019,0.022598336
DRZ24,OUT010,0.022598336
FDS07,OUT035,0.17481367
NCW05,OUT010,0.022598336
FDZ22,OUT018,0.08445052
FDK02,OUT046,0.14473426
FDZ45,OUT027,0.40210167
FDL25,OUT046,0.10972853
FDS08,OUT045,0.2150337
NCZ42,OUT027,0.47359702
FDX57,OUT035,0.14721383
FDF21,OUT046,0.23816267
FDJ56,OUT018,0.103343
FDX10,OUT013,0.038914766
DRG48,OUT035,0.22108349
DRN37,OUT046,0.20324378
NCY41,OUT018,0.029541194
FDN28,OUT045,0.13938269
FDE34,OUT045,0.22921187
FDR10,OUT045,0.21269763
FDC32,OUT017,0.08936441
DRG13,OUT046,0.19772024
FDP59,OUT049,0.13299967
NCT53,OUT010,0.034787785
FDL57,OUT027,0.50987935
FDN32,OUT010,0.06373724
FDK09,OUT018,0.25747
FDA52,OUT010,0.06378542
FDC57,OUT049,0.24374366
FDI09,OUT035,0.32564765
NCB07,OUT046,0.2341094
FDP26,OUT035,0.15141842
FDP40,OUT027,0.23436481
FDL15,OUT013,0.18271703
FDV07,OUT046,0.13732773
FDS03,OUT017,0.06756062
FDE50,OUT049,0.23969945
FDQ15,OUT017,0.072158426
FDQ33,OUT010,0.022598336
FDT22,OUT013,0.05943527
DRO35,OUT035,0.17597815
FDJ41,OUT049,0.32166117
FDQ27,OUT035,0.17150104
FDC26,OUT017,0.121252544
NCF43,OUT027,0.29999703
NCR50,OUT035,0.21138605
FDE39,OUT018,0.12464215
FDN49,OUT027,0.083948694
DRG11,OUT035,0.1655094
NCA18,OUT049,0.15201236
FDM36,OUT018,0.19545105
FDW32,OUT017,0.08519795
NCQ18,OUT010,0.022598336
FDX14,OUT027,0.17181353
FDD46,OUT017,0.16755815
FDI34,OUT019,0.022598336
NCJ17,OUT035,0.12775803
FDB52,OUT035,0.3180496
FDV55,OUT018,0.1742454
FDC57,OUT046,0.23159924
FDB29,OUT046,0.13619415
NCO43,OUT035,0.1606718
FDG44,OUT045,0.06968796
FDJ34,OUT045,0.16633537
FDH40,OUT049,0.10824132
NCD07,OUT027,0.24176754
FDB41,OUT017,0.03346791
FDH47,OUT018,0.113245815
DRK37,OUT035,0.29603174
FDM25,OUT019,0.022598336
NCX06,OUT045,0.23660614
NCS05,OUT017,0.1561555
FDS39,OUT045,0.18436983
FDC47,OUT027,0.45807374
FDG20,OUT013,0.21463238
DRL23,OUT017,0.11770419
FDY33,OUT013,0.19253476
NCH18,OUT045,0.29866225
FDX47,OUT035,0.23727274
NCB06,OUT045,0.2013594
FDP36,OUT049,0.075094506
FDW44,OUT018,0.18771166
NCU41,OUT018,0.22669232
NCS17,OUT046,0.103233
FDD46,OUT035,0.220502
FDE45,OUT017,0.203286
FDI09,OUT017,0.28352717
NCJ54,OUT010,0.10849128
NCA29,OUT018,0.18654037
NCN41,OUT027,0.25472787
FDY34,OUT035,0.24028756
NCG55,OUT035,0.16929816
DRM49,OUT046,0.045868486
NCB42,OUT049,0.15422134
FDE58,OUT045,0.14649296
DRJ25,OUT013,0.044097252
FDS47,OUT010,0.022598336
FDY21,OUT049,0.24155508
NCI54,OUT013,0.13192306
FDO24,OUT017,0.17555413
FDY43,OUT035,0.23330343
FDF35,OUT018,0.11915325
NCP29,OUT019,0.022598336
FDN28,OUT027,0.21513933
FDJ50,OUT018,0.050218944
FDQ14,OUT027,0.31168544
FDC37,OUT035,0.16125323
FDN08,OUT046,0.14510784
FDD04,OUT035,0.21712077
FDW34,OUT018,0.26487955
FDP04,OUT017,0.06508712
NCG07,OUT017,0.21667072
NCN14,OUT018,0.22177203
FDJ16,OUT045,0.07340861
NCM42,OUT045,0.1412616
NCF19,OUT046,0.050727703
FDY21,OUT018,0.22477636
FDY19,OUT035,0.16523379
FDV09,OUT045,0.19668534
FDA28,OUT013,0.15885948
FDC38,OUT018,0.15384717
FDL28,OUT045,0.28963885
NCH43,OUT049,0.28094637
NCN53,OUT045,0.055090643
NCW05,OUT017,0.10478904
NCO30,OUT018,0.21697907
FDT04,OUT019,0.022598336
FDB27,OUT018,0.21079269
NCK07,OUT013,0.20765662
NCA53,OUT013,0.058409788
FDB33,OUT018,0.18390898
FDU37,OUT017,0.0857068
FDR13,OUT035,0.18075426
FDE45,OUT049,0.22813685
FDV37,OUT017,0.23356256
FDX44,OUT019,0.022598336
NCL06,OUT017,0.30390164
FDJ28,OUT045,0.24386129
FDX55,OUT049,0.2647062
NCK17,OUT018,0.042989686
FDH52,OUT035,0.11020605
FDN13,OUT027,0.20294172
FDK44,OUT018,0.19735816
FDU16,OUT046,0.090145595
FDZ07,OUT017,0.054744363
NCN06,OUT027,0.34036058
FDH02,OUT010,0.022598336
NCW18,OUT045,0.29820785
FDH57,OUT013,0.15952526
FDV35,OUT045,0.19082358
NCU29,OUT013,0.17504016
NCP02,OUT046,0.086695105
FDN44,OUT013,0.19787678
FDX03,OUT018,0.049338646
FDR11,OUT010,0.03665903
FDA36,OUT046,0.23705152
FDP58,OUT027,0.44075063
FDH31,OUT045,0.13758717
FDH34,OUT035,0.27732912
FDS13,OUT035,0.36357147
FDT01,OUT018,0.24284872
FDY09,OUT049,0.22031647
FDV33,OUT027,0.51013935
NCW29,OUT010,0.022598336
NCN17,OUT045,0.13919075
FDX01,OUT046,0.14415978
FDL03,OUT049,0.25496337
DRL59,OUT049,0.0699708
DRM11,OUT027,0.50961447
FDA43,OUT049,0.25313708
FDZ56,OUT010,0.06008546
FDI44,OUT018,0.08152717
FDB50,OUT013,0.081699885
FDU15,OUT019,0.022598336
NCJ19,OUT019,0.022598336
FDD48,OUT013,0.14305626
NCW42,OUT035,0.28777266
FDL24,OUT017,0.2032676
NCB30,OUT013,0.2430339
FDK25,OUT013,0.20704365
FDW28,OUT049,0.24384421
FDD47,OUT017,0.20315771
FDK16,OUT019,0.022598336
FDW37,OUT046,0.09300786
FDA48,OUT035,0.303752
FDA14,OUT017,0.16565266
FDV15,OUT013,0.115897365
FDN22,OUT049,0.31677985
NCD55,OUT045,0.055460922
FDY43,OUT013,0.19951986
NCU05,OUT017,0.08448842
FDF10,OUT035,0.20482548
FDR39,OUT018,0.22022898
FDG40,OUT013,0.031743295
FDZ28,OUT019,0.022598336
FDE02,OUT045,0.1303522
FDU60,OUT049,0.21548758
FDM21,OUT013,0.34076634
FDV52,OUT019,0.022598336
NCW06,OUT013,0.23448072
FDX36,OUT035,0.31537566
FDT35,OUT027,0.3313274
NCL19,OUT010,0.027231317
NCD31,OUT046,0.20357929
FDE53,OUT019,0.022598336
FDW58,OUT019,0.022598336
DRF48,OUT046,0.24229373
FDW57,OUT035,0.25220343
DRH13,OUT017,0.122465976
FDT33,OUT013,0.20134851
DRK47,OUT027,0.4433069
FDY22,OUT010,0.024929773
FDC35,OUT019,0.022598336
FDO03,OUT013,0.27772737
FDF24,OUT045,0.11194413
FDF56,OUT018,0.21120068
FDD28,OUT013,0.0643511
FDG53,OUT027,0.29614064
FDO27,OUT019,0.022598336
NCF54,OUT018,0.19924398
FDC20,OUT027,0.13762918
FDU10,OUT046,0.04241856
DRA24,OUT018,0.20017058
FDA02,OUT010,0.022598336
FDG10,OUT017,0.062582515
FDW39,OUT010,0.046498194
FDP04,OUT019,0.022598336
NCM55,OUT013,0.2277399
FDG47,OUT045,0.33081692
NCU41,OUT017,0.22457232
NCK31,OUT017,0.052881684
FDZ46,OUT045,0.14464374
FDU13,OUT027,0.30686894
NCF19,OUT045,0.06628087
NCJ43,OUT013,0.20120126
NCJ05,OUT045,0.1965734
FDS04,OUT027,0.2844759
FDX28,OUT010,0.022598336
FDB41,OUT027,0.110693656
FDG53,OUT046,0.1827248
FDL15,OUT010,0.034788147
FDQ08,OUT049,0.09116957
DRN36,OUT013,0.1135922
FDI46,OUT013,0.3369973
FDG16,OUT027,0.43202937
FDV32,OUT013,0.069914736
FDF44,OUT010,0.022598336
FDK04,OUT018,0.05243853
NCA41,OUT013,0.23898046
FDD51,OUT017,0.03149385
NCZ53,OUT045,0.23970906
FDP01,OUT027,0.29264408
FDY25,OUT049,0.23281895
FDB17,OUT018,0.2006435
NCV54,OUT018,0.1283791
FDJ32,OUT017,0.061663456
FDA37,OUT049,0.1699188
FDG35,OUT035,0.24896914
NCM05,OUT018,0.28996542
FDG45,OUT046,0.24466613
FDH28,OUT013,0.03533975
NCE18,OUT049,0.2886699
FDH38,OUT045,0.15314761
FDR56,OUT013,0.24317782
FDH17,OUT027,0.20479988
FDD39,OUT049,0.2759709
FDB41,OUT049,0.054374136
NCR53,OUT046,0.27035594
FDX46,OUT017,0.058434278
FDV28,OUT049,0.050644904
FDA08,OUT018,0.18452594
FDH45,OUT017,0.030748568
NCS38,OUT010,0.022598336
FDD40,OUT010,0.084171385
DRM59,OUT035,0.23366667
NCJ43,OUT018,0.18287186
NCN29,OUT013,0.05686471
NCC19,OUT045,0.23649426
FDR56,OUT035,0.27357167
FDZ43,OUT049,0.30047596
FDJ32,OUT010,0.022598336
DRH03,OUT017,0.096963786
NCZ54,OUT035,0.22858058
FDE26,OUT017,0.16708553
FDS03,OUT045,0.08711462
DRZ24,OUT019,0.022598336
FDO48,OUT027,0.43325174
FDW39,OUT049,0.2394556
NCK05,OUT049,0.087959126
NCK30,OUT017,0.31187826
FDT27,OUT018,0.27580175
FDS08,OUT019,0.022598336
NCJ19,OUT049,0.06134001
FDC58,OUT045,0.06322501
DRE37,OUT013,0.22979547
FDW02,OUT035,0.20002086
FDJ02,OUT010,0.02967592
FDX09,OUT045,0.23871425
FDT31,OUT010,0.07056483
FDI24,OUT049,0.23013419
FDY09,OUT045,0.2314057
FDV28,OUT045,0.04735132
DRM47,OUT049,0.25411886
FDT52,OUT019,0.022598336
FDI48,OUT018,0.06241282
FDY55,OUT017,0.3010737
FDU48,OUT013,0.15384966
FDN25,OUT045,0.084171034
FDP20,OUT049,0.15625776
FDJ15,OUT013,0.22887461
FDD04,OUT018,0.16282468
FDY58,OUT045,0.28619856
FDR37,OUT018,0.2216195
FDF44,OUT013,0.15724534
FDD32,OUT045,0.10831404
FDR57,OUT017,0.17262778
DRG39,OUT027,0.13110727
FDX15,OUT017,0.17350967
DRN37,OUT045,0.21638347
FDW40,OUT027,0.28980204
FDB32,OUT049,0.11422139
FDM40,OUT018,0.15728419
FDE39,OUT027,0.25560746
DRH49,OUT017,0.08349009
FDT46,OUT049,0.065159276
NCF06,OUT035,0.32217652
FDP07,OUT017,0.22501343
FDC04,OUT013,0.309585
FDZ32,OUT017,0.11667586
FDD50,OUT045,0.20792279
FDU56,OUT017,0.21595491
FDV34,OUT017,0.08288933
NCY41,OUT013,0.040559966
NCK18,OUT046,0.2068927
DRH25,OUT049,0.06518333
FDT57,OUT046,0.26559737
FDV56,OUT018,0.12505512
FDV12,OUT045,0.12806144
FDN52,OUT017,0.09468461
FDX38,OUT035,0.090943076
FDE47,OUT018,0.14421934
NCO07,OUT013,0.25499868
FDV09,OUT027,0.3151674
FDZ23,OUT019,0.022598336
DRH51,OUT018,0.095243394
NCY54,OUT045,0.22603667
DRG49,OUT013,0.31421357
NCC19,OUT049,0.2503424
NCV53,OUT045,0.29659322
FDZ47,OUT019,0.022598336
NCO26,OUT018,0.11715542
NCP02,OUT045,0.08564872
NCW30,OUT018,0.27544072
NCN55,OUT046,0.2997364
FDB20,OUT010,0.022598336
DRL11,OUT013,0.19635482
DRD60,OUT045,0.24685249
FDW14,OUT010,0.022598336
FDL27,OUT010,0.022598336
FDU09,OUT018,0.05493114
DRH36,OUT027,0.16326863
FDP34,OUT027,0.31404382
FDE04,OUT017,0.21269636
FDZ57,OUT027,0.27132362
FDF02,OUT010,0.022598336
FDG28,OUT045,0.30502307
NCI31,OUT046,0.031268165
FDT43,OUT013,0.05348339
FDU20,OUT046,0.14373472
FDD53,OUT013,0.045477472
FDW15,OUT045,0.19843218
NCT53,OUT045,0.2042185
NCG55,OUT027,0.24679667
FDD48,OUT035,0.1747581
FDG47,OUT049,0.34225643
FDI21,OUT017,0.06893907
FDT27,OUT017,0.27631938
DRO35,OUT013,0.1526406
FDD33,OUT017,0.2664467
FDC04,OUT035,0.31198102
FDY34,OUT013,0.20125099
DRJ49,OUT049,0.17513387
FDE05,OUT049,0.19350755
FDU31,OUT017,0.25060672
NCN19,OUT027,0.37026265
FDK56,OUT027,0.38229316
FDK58,OUT017,0.11958569
NCJ42,OUT035,0.15061872
FDZ34,OUT027,0.3762344
FDA52,OUT018,0.2042
NCR29,OUT013,0.075896375
FDT48,OUT035,0.2806431
DRJ51,OUT019,0.022598336
NCS54,OUT046,0.21309632
FDV01,OUT035,0.21837394
DRG51,OUT027,0.32316506
NCG42,OUT013,0.1541558
FDA51,OUT049,0.1470237
FDV19,OUT010,0.03524734
NCT18,OUT045,0.2350288
NCS41,OUT045,0.24154177
FDO03,OUT046,0.29255074
FDL12,OUT010,0.022598336
FDY37,OUT010,0.02366194
FDI58,OUT049,0.12540206
FDT28,OUT018,0.16707611
NCC42,OUT010,0.022598336
FDO01,OUT017,0.15099414
FDJ02,OUT013,0.18269384
FDQ04,OUT018,0.035349037
DRL47,OUT013,0.148579
FDZ32,OUT035,0.16960402
FDC35,OUT035,0.30163822
FDX14,OUT045,0.09347574
FDZ35,OUT013,0.14567402
FDL14,OUT013,0.19051756
FDO04,OUT049,0.06809657
DRK11,OUT017,0.18805946
FDB44,OUT018,0.22224674
FDZ50,OUT049,0.24076553
FDI12,OUT027,0.18601474
FDU43,OUT017,0.28518555
FDD58,OUT010,0.022598336
FDB27,OUT017,0.21849945
FDB04,OUT018,0.09721388
NCO17,OUT013,0.14908627
FDL12,OUT017,0.05054554
DRJ13,OUT049,0.20743099
FDD57,OUT045,0.1236192
FDW19,OUT035,0.17063679
DRD27,OUT018,0.11710396
FDH27,OUT027,0.30101654
NCW30,OUT027,0.5194912
FDR40,OUT018,0.08478394
FDG05,OUT013,0.19514874
NCY41,OUT019,0.022598336
FDI38,OUT018,0.23543397
FDR20,OUT046,0.04074663
FDE09,OUT017,0.12050794
FDN50,OUT019,0.022598336
DRF27,OUT045,0.19610523
DRF51,OUT013,0.023601295
NCO02,OUT019,0.022598336
FDB51,OUT027,0.14534272
FDJ50,OUT013,0.06415492
FDN52,OUT013,0.09937455
FDX14,OUT013,0.085487686
FDT27,OUT019,0.022598336
FDV10,OUT013,0.04917426
FDU33,OUT046,0.04469849
FDU58,OUT046,0.23976745
NCP42,OUT027,0.3973025
FDL51,OUT027,0.41095713
DRH15,OUT027,0.11400127
FDU16,OUT017,0.08849426
FDW15,OUT017,0.17732225
FDQ44,OUT045,0.15308438
NCI06,OUT027,0.36952305
DRK23,OUT019,0.022598336
FDC28,OUT035,0.16769247
NCY17,OUT019,0.022598336
NCV05,OUT018,0.16847119
FDM34,OUT019,0.022598336
DRD60,OUT027,0.3659809
FDT38,OUT046,0.091613136
FDQ57,OUT018,0.15005195
FDE59,OUT027,0.07018601
NCM43,OUT046,0.20218177
DRI51,OUT049,0.21762586
NCG30,OUT017,0.12854506
NCK54,OUT035,0.17243034
FDQ16,OUT019,0.022598336
FDI36,OUT013,0.25392538
FDX16,OUT027,0.30920768
FDA34,OUT046,0.21930127
FDJ48,OUT018,0.27632523
FDU47,OUT035,0.20165868
FDS39,OUT046,0.18142065
FDD11,OUT046,0.3128939
FDM16,OUT027,0.16212769
FDU56,OUT018,0.20885593
FDQ32,OUT017,0.13803057
DRK35,OUT013,0.04362152
FDA58,OUT049,0.30070102
DRG48,OUT019,0.022598336
FDT59,OUT010,0.116002716
FDQ31,OUT019,0.022598336
FDS51,OUT018,0.07371876
FDW32,OUT027,0.19146253
FDI15,OUT027,0.5247424
NCV30,OUT017,0.051447056
DRG25,OUT049,0.24869625
FDT02,OUT013,0.034290962
FDO33,OUT027,0.24729952
FDP38,OUT035,0.09190477
FDZ45,OUT035,0.2718187
NCA54,OUT027,0.36966667
FDU33,OUT017,0.03909494
FDN58,OUT017,0.27423745
FDI05,OUT045,0.1004706
FDM57,OUT019,0.022598336
NCS42,OUT027,0.19985083
FDB57,OUT045,0.28926978
FDC03,OUT045,0.2495096
FDZ58,OUT013,0.1396233
NCK29,OUT045,0.16325894
NCR53,OUT045,0.29543504
FDE26,OUT027,0.3001787
FDU52,OUT049,0.20288171
FDE41,OUT027,0.18105341
FDU38,OUT018,0.2095503
FDA52,OUT017,0.20297696
FDW46,OUT046,0.07271552
DRI59,OUT035,0.30895537
FDT38,OUT035,0.12552431
FDL33,OUT018,0.2098076
FDQ01,OUT027,0.49553078
FDJ08,OUT046,0.22935513
FDQ47,OUT049,0.04533922
NCZ18,OUT013,0.3344721
FDE29,OUT017,0.052534677
FDF10,OUT027,0.30212992
FDC48,OUT049,0.114030294
FDY58,OUT013,0.29235804
NCX30,OUT010,0.13311687
FDV11,OUT013,0.22035722
FDT46,OUT046,0.052173153
DRD01,OUT019,0.022598336
FDQ11,OUT013,0.32439905
NCM41,OUT017,0.09857908
NCC55,OUT013,0.03595458
FDG45,OUT027,0.43649656
NCQ54,OUT049,0.20570247
FDM34,OUT045,0.16142832
FDD17,OUT019,0.022598336
FDN38,OUT027,0.4901038
FDB53,OUT018,0.16485327
NCL06,OUT035,0.33285183
NCV18,OUT019,0.022598336
FDX25,OUT013,0.22739087
FDB39,OUT046,0.059750892
FDC33,OUT049,0.2608746
NCO14,OUT018,0.04160198
FDA58,OUT027,0.47840035
NCQ02,OUT017,0.21474993
NCR53,OUT017,0.26570943
FDN52,OUT046,0.10028646
FDG26,OUT046,0.2931021
FDE23,OUT027,0.09709671
DRI37,OUT013,0.058109336
DRH37,OUT018,0.19594726
FDO01,OUT035,0.18979488
FDK45,OUT049,0.15211211
FDP23,OUT049,0.29051393
FDM33,OUT035,0.29527134
FDD36,OUT017,0.13832779
FDL56,OUT017,0.080918714
FDT27,OUT010,0.12198977
FDG52,OUT017,0.03439127
NCL42,OUT035,0.30243284
DRJ24,OUT046,0.24307251
FDV38,OUT046,0.043246064
FDT35,OUT045,0.21876128
FDY51,OUT045,0.2814696
FDC37,OUT017,0.11683999
NCP43,OUT013,0.22441326
FDO33,OUT045,0.14056452
FDW04,OUT018,0.14280796
NCC31,OUT046,0.19433166
FDK22,OUT049,0.2643598
FDJ50,OUT017,0.05744718
FDV13,OUT017,0.09822577
DRL60,OUT017,0.17314914
FDW03,OUT017,0.1186521
FDY27,OUT035,0.26028618
FDB39,OUT027,0.13079324
FDU59,OUT045,0.20735624
FDZ57,OUT049,0.17799483
FDO21,OUT049,0.27422583
FDS43,OUT018,0.20418896
FDU28,OUT010,0.07988728
FDC51,OUT010,0.022598336
FDW16,OUT010,0.022598336
FDP32,OUT010,0.022598336
FDB60,OUT019,0.022598336
NCQ30,OUT046,0.14829506
FDD26,OUT049,0.245907
FDI44,OUT045,0.09230493
DRH23,OUT046,0.047281004
FDO44,OUT046,0.12433131
FDG04,OUT046,0.22392358
FDM32,OUT027,0.2063797
FDM09,OUT013,0.21003225
FDZ47,OUT013,0.112105265
FDM40,OUT027,0.28622198
FDY48,OUT017,0.11359374
NCM30,OUT045,0.04783518
FDX36,OUT010,0.10794018
DRF03,OUT017,0.024732726
FDN51,OUT049,0.31953114
FDM57,OUT049,0.11075734
FDB35,OUT049,0.12649442
FDY13,OUT027,0.1734872
FDA37,OUT017,0.14530626
NCX53,OUT017,0.16179772
FDD59,OUT018,0.09568177
FDX10,OUT019,0.022598336
FDC03,OUT018,0.2157782
FDW43,OUT035,0.28385115
FDW10,OUT046,0.20445208
FDY14,OUT027,0.52193594
FDV43,OUT045,0.05275607
FDO40,OUT013,0.18164405
FDP46,OUT027,0.20406312
NCE43,OUT019,0.022598336
FDD05,OUT035,0.17383897
FDJ60,OUT010,0.054617018
DRE27,OUT018,0.122469954
FDO11,OUT035,0.34820527
DRG11,OUT027,0.22007975
FDK33,OUT010,0.09820663
DRM23,OUT045,0.21297643
FDJ02,OUT027,0.29537326
NCZ05,OUT045,0.14093925
NCL30,OUT013,0.14743386
FDZ19,OUT018,0.18218264
FDM45,OUT049,0.15986916
FDO36,OUT046,0.21304011
NCK31,OUT045,0.07306929
DRJ37,OUT045,0.2026056
FDP24,OUT018,0.13599698
FDF46,OUT013,0.1461769
FDX46,OUT019,0.022598336
NCL18,OUT045,0.23564444
FDJ26,OUT013,0.2649717
FDJ07,OUT045,0.15418968
FDY15,OUT013,0.17864005
DRG01,OUT045,0.0979558
FDF58,OUT045,0.08790702
FDZ14,OUT019,0.022598336
FDP31,OUT049,0.06880466
FDH45,OUT013,0.039854955
FDA09,OUT010,0.058335006
FDW31,OUT035,0.27605623
FDA57,OUT046,0.033805456
NCE55,OUT035,0.24653025
FDC17,OUT019,0.022598336
FDC59,OUT013,0.07563225
FDA22,OUT013,0.2055532
FDK52,OUT035,0.29872584
NCM26,OUT046,0.18217407
NCT53,OUT035,0.24566238
FDW45,OUT018,0.17304346
NCI18,OUT035,0.27686232
FDE38,OUT018,0.17300303
FDF08,OUT019,0.022598336
FDY58,OUT010,0.10519095
FDF58,OUT019,0.022598336
FDX39,OUT017,0.2534313
FDB44,OUT049,0.25888753
FDF28,OUT013,0.15559049
FDE39,OUT013,0.14261016
FDT37,OUT018,0.28570354
FDZ45,OUT017,0.232065
FDO40,OUT035,0.21477975
FDM57,OUT027,0.18722
DRG36,OUT017,0.19874555
FDY36,OUT010,0.022598336
DRL60,OUT027,0.2951646
FDS25,OUT019,0.022598336
DRF49,OUT027,0.23311897
FDP16,OUT045,0.31603917
FDS60,OUT049,0.22883044
FDU15,OUT027,0.086601876
FDK43,OUT046,0.16693653
FDN25,OUT046,0.073055394
FDE53,OUT049,0.13851704
FDB22,OUT013,0.18583032
FDE39,OUT017,0.13347161
FDX35,OUT035,0.32770622
NCG54,OUT049,0.21648923
FDH27,OUT035,0.21548511
NCK42,OUT013,0.2652836
FDS25,OUT049,0.14199577
FDI10,OUT018,0.1879232
FDU35,OUT035,0.15664083
FDI04,OUT017,0.23666127
DRK23,OUT035,0.35302955
FDB53,OUT019,0.022598336
FDY02,OUT049,0.33858156
FDM60,OUT035,0.08075325
NCJ31,OUT010,0.14920281
DRP35,OUT017,0.13662381
NCQ30,OUT018,0.12604894
DRL11,OUT010,0.029882047
FDU01,OUT013,0.23077449
FDR39,OUT035,0.24728557
FDO08,OUT046,0.20646246
FDC02,OUT045,0.33141163
NCZ29,OUT035,0.18354948
FDF29,OUT010,0.022598336
FDZ23,OUT017,0.22249213
NCU53,OUT018,0.17302199
NCW30,OUT013,0.3451919
NCM26,OUT027,0.30700588
FDV50,OUT027,0.25862822
FDW15,OUT049,0.19221513
FDI35,OUT027,0.35825875
FDO11,OUT017,0.2866497
FDN48,OUT046,0.104675524
NCA17,OUT049,0.18726547
NCN54,OUT013,0.08651557
FDP22,OUT013,0.050682425
NCB54,OUT035,0.18996972
FDD08,OUT045,0.054478906
DRM48,OUT010,0.022598336
FDG41,OUT027,0.23104036
FDE44,OUT027,0.11366789
FDE26,OUT035,0.20845199
NCS38,OUT013,0.13721965
NCJ54,OUT018,0.25047013
FDI40,OUT019,0.022598336
FDN45,OUT018,0.26171973
FDU43,OUT046,0.27794385
FDI04,OUT010,0.078897096
NCC07,OUT018,0.12171822
NCC07,OUT019,0.022598336
NCD18,OUT045,0.29652488
FDU55,OUT035,0.3130401
FDX59,OUT035,0.07066858
FDR52,OUT049,0.24890637
NCP17,OUT013,0.0674885
FDQ32,OUT045,0.16893558
NCT17,OUT049,0.24660291
FDO10,OUT049,0.08124699
FDE32,OUT049,0.037102908
FDN44,OUT045,0.20723788
FDH02,OUT035,0.15939736
FDK60,OUT013,0.11485818
FDS24,OUT019,0.022598336
FDL03,OUT010,0.091339745
FDB46,OUT027,0.42580146
FDO48,OUT049,0.28415787
FDZ39,OUT049,0.1354536
FDT02,OUT027,0.08263738
FDC50,OUT013,0.10096355
FDP39,OUT035,0.08757532
DRG15,OUT018,0.055537753
FDP10,OUT018,0.110952035
FDF53,OUT027,0.3651356
FDN34,OUT045,0.2245742
FDK02,OUT045,0.15269448
FDC23,OUT045,0.2311813
FDJ10,OUT019,0.022598336
FDE53,OUT035,0.16400376
FDR25,OUT035,0.36083096
FDW50,OUT046,0.19869341
FDS09,OUT049,0.06974748
FDW49,OUT010,0.064715475
FDU51,OUT046,0.21306208
FDF28,OUT018,0.14852317
NCY30,OUT018,0.21166858
FDD44,OUT045,0.31732062
FDX09,OUT017,0.19898437
NCF30,OUT013,0.14059643
FDZ50,OUT019,0.022598336
FDW37,OUT013,0.10352944
FDD11,OUT049,0.32489792
DRH39,OUT018,0.07626847
FDA36,OUT049,0.24722339
NCG43,OUT049,0.108565
FDF02,OUT035,0.16718164
FDP57,OUT027,0.19972526
NCE42,OUT017,0.27705643
NCR38,OUT027,0.49361297
FDP03,OUT019,0.022598336
FDO51,OUT035,0.08860216
NCQ42,OUT046,0.14612973
NCM41,OUT046,0.10295591
FDH48,OUT027,0.18544246
DRF60,OUT046,0.295395
FDJ27,OUT035,0.14768545
FDQ14,OUT013,0.18329094
FDN27,OUT017,0.13238473
NCQ02,OUT046,0.22365913
FDJ33,OUT049,0.16483925
FDP07,OUT027,0.40228525
DRE01,OUT049,0.31463575
FDU36,OUT045,0.13415197
FDL28,OUT017,0.26350176
NCX53,OUT046,0.16668482
FDZ39,OUT013,0.12610747
NCP42,OUT013,0.22978598
FDJ14,OUT035,0.13419816
FDK04,OUT049,0.07483868
NCC19,OUT017,0.22339082
FDS09,OUT018,0.05300313
FDZ02,OUT046,0.12691183
FDD35,OUT018,0.14710677
NCY42,OUT017,0.15677772
FDB05,OUT045,0.29653296
FDF20,OUT035,0.25979397
NCO41,OUT018,0.1089326
FDC40,OUT027,0.17178568
FDV58,OUT045,0.25242245
FDZ57,OUT045,0.17463057
DRM35,OUT046,0.22224422
DRN36,OUT018,0.11107978
FDQ13,OUT046,0.10066104
DRO35,OUT010,0.022598336
NCD43,OUT035,0.16481318
FDA51,OUT018,0.12552965
NCX17,OUT027,0.46120447
NCZ17,OUT049,0.04803889
FDR11,OUT027,0.3131675
FDW34,OUT049,0.29099312
FDN50,OUT017,0.103665575
FDS09,OUT046,0.055595502
FDS48,OUT018,0.17326312
FDL44,OUT049,0.1989857
DRF48,OUT018,0.20011044
FDA14,OUT018,0.16954379
NCD30,OUT049,0.12861753
FDI16,OUT017,0.04170889
NCG06,OUT035,0.31594333
DRZ24,OUT035,0.18083924
NCS17,OUT045,0.11695229
FDB37,OUT045,0.3159174
FDE10,OUT035,0.19633211
FDC57,OUT045,0.24688789
FDM12,OUT018,0.22225858
FDE24,OUT049,0.17555618
FDW22,OUT045,0.27517638
DRD01,OUT027,0.1169033
NCZ18,OUT027,0.50768256
FDN49,OUT045,0.050203882
FDR22,OUT035,0.17866655
FDV08,OUT019,0.022598336
FDY39,OUT046,0.24067657
FDV36,OUT049,0.15903266
FDO60,OUT045,0.05465272
